23,Front-Wheel Drive,1550,Regular Gasoline,Daewoo,Nubira Station Wagon,Manual 5-spd,Small Station Wagons,1999,-1000,
25,Front-Wheel Drive,1450,Regular Gasoline,Ford,Escort Wagon,Automatic 4-spd,Small Station Wagons,1999,-500,
28,Front-Wheel Drive,1300,Regular Gasoline,Ford,Escort Wagon,Manual 5-spd,Small Station Wagons,1999,250,
22,Front-Wheel Drive,1600,Regular Gasoline,Hyundai,Elantra Wagon,Automatic 4-spd,Small Station Wagons,1999,-1250,
24,Front-Wheel Drive,1500,Regular Gasoline,Hyundai,Elantra Wagon,Manual 5-spd,Small Station Wagons,1999,-750,
25,Front-Wheel Drive,1450,Regular Gasoline,Mercury,Tracer Wagon,Automatic 4-spd,Small Station Wagons,1999,-500,
28,Front-Wheel Drive,1300,Regular Gasoline,Mercury,Tracer Wagon,Manual 5-spd,Small Station Wagons,1999,250,
26,Front-Wheel Drive,1350,Regular Gasoline,Saturn,SW,Automatic 4-spd,Small Station Wagons,1999,0,
14,Rear-Wheel Drive,2550,Regular Gasoline,Dodge,D100/D150 Pickup 2WD,Automatic 3-spd,Standard Pickup Trucks,1985,-6000,
26,Front-Wheel Drive,1350,Regular Gasoline,Saturn,SW,Automatic 4-spd,Small Station Wagons,1999,0,
27,Front-Wheel Drive,1300,Regular Gasoline,Saturn,SW,Manual 5-spd,Small Station Wagons,1999,250,
28,Front-Wheel Drive,1300,Regular Gasoline,Saturn,SW,Manual 5-spd,Small Station Wagons,1999,250,
22,4-Wheel or All-Wheel Drive,1600,Regular Gasoline,Subaru,Impreza Wagon AWD,Automatic 4-spd,Small Station Wagons,1999,-1250,
22,4-Wheel or All-Wheel Drive,1600,Regular Gasoline,Subaru,Impreza Wagon AWD,Manual 5-spd,Small Station Wagons,1999,-1250,
26,Front-Wheel Drive,1350,Regular Gasoline,Suzuki,Esteem Wagon,Automatic 4-spd,Small Station Wagons,1999,0,
28,Front-Wheel Drive,1300,Regular Gasoline,Suzuki,Esteem Wagon,Manual 5-spd,Small Station Wagons,1999,250,
18,4-Wheel or All-Wheel Drive,2400,Premium Gasoline,Audi,A6 Avant quattro,Automatic 5-spd,Midsize Station Wagons,1999,-5250,
19,Front-Wheel Drive,1900,Regular Gasoline,Ford,Taurus Wagon,Automatic 4-spd,Midsize Station Wagons,1999,-2750,
19,Front-Wheel Drive,1900,Regular Gasoline,Ford,Taurus Wagon,Automatic 4-spd,Midsize Station Wagons,1999,-2750,
15,Rear-Wheel Drive,2400,Regular Gasoline,Dodge,D100/D150 Pickup 2WD,Manual 4-spd,Standard Pickup Trucks,1985,-5250,
21,Front-Wheel Drive,1700,Regular Gasoline,Isuzu,Oasis,Automatic 4-spd,Midsize Station Wagons,1999,-1750,
19,Front-Wheel Drive,1900,Regular Gasoline,Lexus,RX 300,Automatic 4-spd,Midsize Station Wagons,1999,-2750,
18,4-Wheel or All-Wheel Drive,2000,Regular Gasoline,Lexus,RX 300 4WD,Automatic 4-spd,Midsize Station Wagons,1999,-3250,
19,Front-Wheel Drive,1900,Regular Gasoline,Mercury,Sable Wagon,Automatic 4-spd,Midsize Station Wagons,1999,-2750,
20,Front-Wheel Drive,1800,Regular Gasoline,Mercury,Sable Wagon,Automatic 4-spd,Midsize Station Wagons,1999,-2250,
21,Rear-Wheel Drive,2050,Premium Gasoline,Mercedes-Benz,E320 Wagon,Automatic 5-spd,Midsize Station Wagons,1999,-3500,
20,4-Wheel or All-Wheel Drive,2150,Premium Gasoline,Mercedes-Benz,E320 Wagon 4Matic,Automatic 5-spd,Midsize Station Wagons,1999,-4000,
22,4-Wheel or All-Wheel Drive,1600,Regular Gasoline,Subaru,Legacy Wagon AWD,Automatic 4-spd,Midsize Station Wagons,1999,-1250,
22,4-Wheel or All-Wheel Drive,1600,Regular Gasoline,Subaru,Legacy Wagon AWD,Manual 5-spd,Midsize Station Wagons,1999,-1250,
21,4-Wheel or All-Wheel Drive,1700,Regular Gasoline,Subaru,Legacy Wagon AWD,Automatic 4-spd,Midsize Station Wagons,1999,-1750,
13,Rear-Wheel Drive,2750,Regular Gasoline,Dodge,D250 Pickup 2WD,Automatic 3-spd,Standard Pickup Trucks,1985,-7000,
21,4-Wheel or All-Wheel Drive,1700,Regular Gasoline,Subaru,Legacy Wagon AWD,Manual 5-spd,Midsize Station Wagons,1999,-1750,
22,Front-Wheel Drive,1950,Premium Gasoline,Volkswagen,Passat Wagon,Automatic 5-spd,Midsize Station Wagons,1999,-3000,
24,Front-Wheel Drive,1800,Premium Gasoline,Volkswagen,Passat Wagon,Manual 5-spd,Midsize Station Wagons,1999,-2250,
19,Front-Wheel Drive,2250,Premium Gasoline,Volkswagen,Passat Wagon,Automatic 5-spd,Midsize Station Wagons,1999,-4500,
21,Front-Wheel Drive,2050,Premium Gasoline,Volkswagen,Passat Wagon,Manual 5-spd,Midsize Station Wagons,1999,-3500,
18,4-Wheel or All-Wheel Drive,2400,Premium Gasoline,Volkswagen,Passat Wagon Syncro,Automatic 5-spd,Midsize Station Wagons,1999,-5250,
20,Front-Wheel Drive,2150,Premium Gasoline,Volvo,V70 FWD,Automatic 4-spd,Midsize Station Wagons,1999,-4000,
20,Front-Wheel Drive,2150,Premium Gasoline,Volvo,V70 FWD,Manual 5-spd,Midsize Station Wagons,1999,-4000,
20,Front-Wheel Drive,2150,Premium Gasoline,Volvo,V70 FWD,Automatic 4-spd,Midsize Station Wagons,1999,-4000,
21,Front-Wheel Drive,2050,Premium Gasoline,Volvo,V70 FWD,Automatic 4-spd,Midsize Station Wagons,1999,-3500,
16,Rear-Wheel Drive,2250,Regular Gasoline,Ford,F150 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks,1985,-4500,
21,Front-Wheel Drive,2050,Premium Gasoline,Volvo,V70 FWD,Manual 5-spd,Midsize Station Wagons,1999,-3500,
19,4-Wheel or All-Wheel Drive,2250,Premium Gasoline,Volvo,V70 AWD,Automatic 4-spd,Midsize Station Wagons,1999,-4500,
19,4-Wheel or All-Wheel Drive,2250,Premium Gasoline,Volvo,V70 AWD,Automatic 4-spd,Midsize Station Wagons,1999,-4500,
19,Rear-Wheel Drive,1900,Regular Gasoline,Chevrolet,S10 Pickup 2WD,Automatic 4-spd,Small Pickup Trucks 2WD,1999,-2750,
23,Rear-Wheel Drive,1550,Regular Gasoline,Chevrolet,S10 Pickup 2WD,Manual 5-spd,Small Pickup Trucks 2WD,1999,-1000,
17,Rear-Wheel Drive,2100,Regular Gasoline,Chevrolet,S10 Pickup 2WD,Automatic 4-spd,Small Pickup Trucks 2WD,1999,-3750,
18,Rear-Wheel Drive,2000,Regular Gasoline,Chevrolet,S10 Pickup 2WD,Manual 5-spd,Small Pickup Trucks 2WD,1999,-3250,
19,Rear-Wheel Drive,1900,Regular Gasoline,GMC,Sonoma 2WD,Automatic 4-spd,Small Pickup Trucks 2WD,1999,-2750,
23,Rear-Wheel Drive,1550,Regular Gasoline,GMC,Sonoma 2WD,Manual 5-spd,Small Pickup Trucks 2WD,1999,-1000,
17,Rear-Wheel Drive,2100,Regular Gasoline,GMC,Sonoma 2WD,Automatic 4-spd,Small Pickup Trucks 2WD,1999,-3750,
16,Rear-Wheel Drive,2250,Regular Gasoline,Ford,F150 Pickup 2WD,Manual 3-spd,Standard Pickup Trucks,1985,-4500,
18,Rear-Wheel Drive,2000,Regular Gasoline,GMC,Sonoma 2WD,Manual 5-spd,Small Pickup Trucks 2WD,1999,-3250,
19,Rear-Wheel Drive,1900,Regular Gasoline,Isuzu,Hombre Pickup 2WD,Automatic 4-spd,Small Pickup Trucks 2WD,1999,-2750,
23,Rear-Wheel Drive,1550,Regular Gasoline,Isuzu,Hombre Pickup 2WD,Manual 5-spd,Small Pickup Trucks 2WD,1999,-1000,
16,Rear-Wheel Drive,2250,Regular Gasoline,Isuzu,Hombre Pickup 2WD,Automatic 4-spd,Small Pickup Trucks 2WD,1999,-4500,
17,Rear-Wheel Drive,2100,Regular Gasoline,Isuzu,Hombre Pickup 2WD,Manual 5-spd,Small Pickup Trucks 2WD,1999,-3750,
15,Rear-Wheel Drive,2400,Regular Gasoline,Chevrolet,C1500 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-5250,
14,Rear-Wheel Drive,2550,Regular Gasoline,Chevrolet,C1500 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-6000,
16,Rear-Wheel Drive,2250,Regular Gasoline,Chevrolet,Silverado 1500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-4500,
17,Rear-Wheel Drive,2100,Regular Gasoline,Chevrolet,Silverado 1500 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-3750,
16,Rear-Wheel Drive,2250,Regular Gasoline,Chevrolet,Silverado 1500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-4500,
17,Rear-Wheel Drive,2100,Regular Gasoline,Ford,F150 Pickup 2WD,Manual 4-spd,Standard Pickup Trucks,1985,-3750,
16,Rear-Wheel Drive,2250,Regular Gasoline,Chevrolet,Silverado 1500 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-4500,
16,Rear-Wheel Drive,2250,Regular Gasoline,Chevrolet,Silverado 1500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-4500,
15,Rear-Wheel Drive,2400,Regular Gasoline,Chevrolet,Silverado 2500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-5250,
12,Rear-Wheel Drive,3000,Regular Gasoline,Chevrolet,Silverado 2500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-8250,
19,Rear-Wheel Drive,1900,Regular Gasoline,Dodge,Dakota Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-2750,
16,Rear-Wheel Drive,2250,Regular Gasoline,Dodge,Dakota Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-4500,
17,Rear-Wheel Drive,2100,Regular Gasoline,Dodge,Dakota Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-3750,
14,Rear-Wheel Drive,2550,Regular Gasoline,Dodge,Dakota Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-6000,
14,Rear-Wheel Drive,2550,Regular Gasoline,Dodge,Dakota Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-6000,
13,Rear-Wheel Drive,2750,Regular Gasoline,Dodge,Dakota Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-7000,
11,Rear-Wheel Drive,3250,Regular Gasoline,Ford,F150 Pickup 2WD,Automatic 3-spd,Standard Pickup Trucks,1985,-9500,
15,Rear-Wheel Drive,2400,Regular Gasoline,Dodge,Ram 1500 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-5250,
16,Rear-Wheel Drive,2250,Regular Gasoline,Dodge,Ram 1500 Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-4500,
14,Rear-Wheel Drive,2550,Regular Gasoline,Dodge,Ram 1500 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-6000,
14,Rear-Wheel Drive,2550,Regular Gasoline,Dodge,Ram 1500 Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-6000,
13,Rear-Wheel Drive,2750,Regular Gasoline,Dodge,Ram 1500 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-7000,
16,Rear-Wheel Drive,2250,Regular Gasoline,Ford,F150 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-4500,
17,Rear-Wheel Drive,2100,Regular Gasoline,Ford,F150 Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-3750,
15,Rear-Wheel Drive,2400,Regular Gasoline,Ford,F150 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-5250,
14,Rear-Wheel Drive,2550,Regular Gasoline,Ford,F150 Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-6000,
14,Rear-Wheel Drive,2550,Regular Gasoline,Ford,F150 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-6000,
14,Rear-Wheel Drive,2550,Regular Gasoline,Ford,F250 Pickup 2WD,Automatic 3-spd,Standard Pickup Trucks,1985,-6000,
14,Rear-Wheel Drive,2550,Regular Gasoline,Ford,F250 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-6000,
14,Rear-Wheel Drive,2550,Regular Gasoline,Ford,F250 Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-6000,
14,Rear-Wheel Drive,2550,Regular Gasoline,Ford,F250 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-6000,
12,Rear-Wheel Drive,2700,Natural Gas,Ford,F250 Pickup 2WD CNG,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-6750,
17,Rear-Wheel Drive,2100,Regular Gasoline,Ford,Ranger2WD FFV,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-3750,
18,Rear-Wheel Drive,2000,Regular Gasoline,Ford,Ranger 2WD FFV,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-3250,
20,Rear-Wheel Drive,1800,Regular Gasoline,Ford,Ranger Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-2250,
21,Rear-Wheel Drive,1700,Regular Gasoline,Ford,Ranger Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-1750,
16,Rear-Wheel Drive,2250,Regular Gasoline,Ford,Ranger Pickup 2WD,Automatic 5-spd,Standard Pickup Trucks 2WD,1999,-4500,
17,Rear-Wheel Drive,2100,Regular Gasoline,Ford,Ranger Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-3750,
20,Rear-Wheel Drive,1800,Regular Gasoline,Mercury,Capri,Automatic 3-spd,Subcompact Cars,1985,-2250,
16,Rear-Wheel Drive,2250,Regular Gasoline,Ford,F250 Pickup 2WD,Manual 3-spd,Standard Pickup Trucks,1985,-4500,
16,Rear-Wheel Drive,2250,Regular Gasoline,GMC,Sierra 1500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-4500,
17,Rear-Wheel Drive,2100,Regular Gasoline,GMC,Sierra 1500 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-3750,
16,Rear-Wheel Drive,2250,Regular Gasoline,GMC,Sierra 1500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-4500,
16,Rear-Wheel Drive,2250,Regular Gasoline,GMC,Sierra 1500 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-4500,
15,Rear-Wheel Drive,2400,Regular Gasoline,GMC,Sierra 1500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-5250,
16,Rear-Wheel Drive,2250,Regular Gasoline,GMC,Sierra 1500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-4500,
14,Rear-Wheel Drive,2550,Regular Gasoline,GMC,Sierra 1500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-6000,
15,Rear-Wheel Drive,2400,Regular Gasoline,GMC,Sierra 2500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-5250,
12,Rear-Wheel Drive,3000,Regular Gasoline,GMC,Sierra 2500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-8250,
20,Rear-Wheel Drive,1800,Regular Gasoline,Mazda,B2500,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-2250,
12,Rear-Wheel Drive,3000,Regular Gasoline,Ford,F250 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks,1985,-8250,
21,Rear-Wheel Drive,1700,Regular Gasoline,Mazda,B2500,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-1750,
17,Rear-Wheel Drive,2100,Regular Gasoline,Mazda,B3000 FFV 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-3750,
18,Rear-Wheel Drive,2000,Regular Gasoline,Mazda,B3000 FFV 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-3250,
17,Rear-Wheel Drive,2100,Regular Gasoline,Mazda,B4000,Automatic 5-spd,Standard Pickup Trucks 2WD,1999,-3750,
17,Rear-Wheel Drive,2100,Regular Gasoline,Mazda,B4000,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-3750,
19,Rear-Wheel Drive,1900,Regular Gasoline,Nissan,Frontier 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-2750,
21,Rear-Wheel Drive,1700,Regular Gasoline,Nissan,Frontier 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-1750,
20,Rear-Wheel Drive,1800,Regular Gasoline,Toyota,Tacoma 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-2250,
21,Rear-Wheel Drive,1700,Regular Gasoline,Toyota,Tacoma 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-1750,
18,Rear-Wheel Drive,2000,Regular Gasoline,Toyota,Tacoma 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-3250,
14,Rear-Wheel Drive,2550,Regular Gasoline,Ford,F250 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks,1985,-6000,
18,Rear-Wheel Drive,2000,Regular Gasoline,Toyota,Tacoma 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,1999,-3250,
19,Rear-Wheel Drive,1900,Regular Gasoline,Toyota,Tacoma 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,1999,-2750,
14,4-Wheel or All-Wheel Drive,2550,Regular Gasoline,Chevrolet,K1500 Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-6000,
14,4-Wheel or All-Wheel Drive,2550,Regular Gasoline,Chevrolet,K1500 Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-6000,
16,4-Wheel or All-Wheel Drive,2250,Regular Gasoline,Chevrolet,Silverado 1500 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-4500,
14,4-Wheel or All-Wheel Drive,2550,Regular Gasoline,Chevrolet,Silverado 1500 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-6000,
15,4-Wheel or All-Wheel Drive,2400,Regular Gasoline,Chevrolet,Silverado 1500 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-5250,
15,4-Wheel or All-Wheel Drive,2400,Regular Gasoline,Chevrolet,Silverado 1500 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-5250,
15,4-Wheel or All-Wheel Drive,2400,Regular Gasoline,Chevrolet,Silverado 1500 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-5250,
16,4-Wheel or All-Wheel Drive,2250,Regular Gasoline,Chevrolet,S10 Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-4500,
11,Rear-Wheel Drive,3250,Regular Gasoline,Ford,F250 Pickup 2WD,Automatic 3-spd,Standard Pickup Trucks,1985,-9500,
17,4-Wheel or All-Wheel Drive,2100,Regular Gasoline,Chevrolet,S10 Pickup 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-3750,
14,4-Wheel or All-Wheel Drive,2550,Regular Gasoline,Dodge,Dakota Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-6000,
15,4-Wheel or All-Wheel Drive,2400,Regular Gasoline,Dodge,Dakota Pickup 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-5250,
13,4-Wheel or All-Wheel Drive,2750,Regular Gasoline,Dodge,Dakota Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-7000,
14,4-Wheel or All-Wheel Drive,2550,Regular Gasoline,Dodge,Dakota Pickup 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-6000,
13,4-Wheel or All-Wheel Drive,2750,Regular Gasoline,Dodge,Ram 1500 Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-7000,
13,4-Wheel or All-Wheel Drive,2750,Regular Gasoline,Dodge,Ram 1500 Pickup 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-7000,
12,4-Wheel or All-Wheel Drive,3000,Regular Gasoline,Dodge,Ram 1500 Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-8250,
15,4-Wheel or All-Wheel Drive,2400,Regular Gasoline,Ford,F150 Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-5250,
15,4-Wheel or All-Wheel Drive,2400,Regular Gasoline,Ford,F150 Pickup 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-5250,
17,Rear-Wheel Drive,2100,Regular Gasoline,GMC,Caballero Pickup 2WD,Automatic 3-spd,Standard Pickup Trucks,1985,-3750,
14,4-Wheel or All-Wheel Drive,2550,Regular Gasoline,Ford,F150 Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-6000,
14,4-Wheel or All-Wheel Drive,2550,Regular Gasoline,Ford,F150 Pickup 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-6000,
13,4-Wheel or All-Wheel Drive,2750,Regular Gasoline,Ford,F150 Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-7000,
13,4-Wheel or All-Wheel Drive,2750,Regular Gasoline,Ford,F250 Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-7000,
13,4-Wheel or All-Wheel Drive,2750,Regular Gasoline,Ford,F250 Pickup 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-7000,
12,4-Wheel or All-Wheel Drive,3000,Regular Gasoline,Ford,F250 Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-8250,
15,4-Wheel or All-Wheel Drive,2400,Regular Gasoline,Ford,Ranger 4WD FFV,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-5250,
17,4-Wheel or All-Wheel Drive,2100,Regular Gasoline,Ford,Ranger 4WD FFV,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-3750,
16,4-Wheel or All-Wheel Drive,2250,Regular Gasoline,Ford,Ranger Pickup 4WD,Automatic 5-spd,Standard Pickup Trucks 4WD,1999,-4500,
16,4-Wheel or All-Wheel Drive,2250,Regular Gasoline,Ford,Ranger Pickup 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-4500,
18,Rear-Wheel Drive,2000,Regular Gasoline,GMC,Caballero Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks,1985,-3250,
16,4-Wheel or All-Wheel Drive,2250,Regular Gasoline,GMC,Sierra 1500 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-4500,
14,4-Wheel or All-Wheel Drive,2550,Regular Gasoline,GMC,Sierra 1500 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-6000,
15,4-Wheel or All-Wheel Drive,2400,Regular Gasoline,GMC,Sierra 1500 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-5250,
15,4-Wheel or All-Wheel Drive,2400,Regular Gasoline,GMC,Sierra 1500 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-5250,
14,4-Wheel or All-Wheel Drive,2550,Regular Gasoline,GMC,Sierra 1500 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-6000,
14,4-Wheel or All-Wheel Drive,2550,Regular Gasoline,GMC,Sierra 1500 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-6000,
14,4-Wheel or All-Wheel Drive,2550,Regular Gasoline,GMC,Sierra 1500 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-6000,
16,4-Wheel or All-Wheel Drive,2250,Regular Gasoline,GMC,Sonoma 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-4500,
17,4-Wheel or All-Wheel Drive,2100,Regular Gasoline,GMC,Sonoma 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-3750,
16,4-Wheel or All-Wheel Drive,2250,Regular Gasoline,Isuzu,Hombre Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-4500,
16,Rear-Wheel Drive,2250,Regular Gasoline,GMC,Caballero Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks,1985,-4500,
17,4-Wheel or All-Wheel Drive,2100,Regular Gasoline,Isuzu,Hombre Pickup 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-3750,
15,4-Wheel or All-Wheel Drive,2400,Regular Gasoline,Mazda,B3000 FFV 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-5250,
17,4-Wheel or All-Wheel Drive,2100,Regular Gasoline,Mazda,B3000 FFV 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-3750,
16,4-Wheel or All-Wheel Drive,2250,Regular Gasoline,Mazda,B4000,Automatic 5-spd,Standard Pickup Trucks 4WD,1999,-4500,
16,4-Wheel or All-Wheel Drive,2250,Regular Gasoline,Mazda,B4000,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-4500,
17,4-Wheel or All-Wheel Drive,2100,Regular Gasoline,Nissan,Frontier 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-3750,
15,4-Wheel or All-Wheel Drive,2400,Regular Gasoline,Nissan,Frontier V6 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-5250,
16,4-Wheel or All-Wheel Drive,2250,Regular Gasoline,Nissan,Frontier V6 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-4500,
17,4-Wheel or All-Wheel Drive,2100,Regular Gasoline,Toyota,Tacoma 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-3750,
17,4-Wheel or All-Wheel Drive,2100,Regular Gasoline,Toyota,Tacoma 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-3750,
16,Rear-Wheel Drive,2250,Regular Gasoline,GMC,C15 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks,1985,-4500,
17,4-Wheel or All-Wheel Drive,2100,Regular Gasoline,Toyota,Tacoma 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,1999,-3750,
16,4-Wheel or All-Wheel Drive,2250,Regular Gasoline,Toyota,Tacoma 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,1999,-4500,
16,Rear-Wheel Drive,2250,Regular Gasoline,Chevrolet,Astro 2WD (cargo),Automatic 4-spd,"""Vans"," Cargo Type""",1999,
16,4-Wheel or All-Wheel Drive,2250,Regular Gasoline,Chevrolet,Astro AWD (cargo),Automatic 4-spd,"""Vans"," Cargo Type""",1999,
15,Rear-Wheel Drive,2400,Regular Gasoline,Chevrolet,Van 1500/2500 2WD,Automatic 4-spd,"""Vans"," Cargo Type""",1999,
15,Rear-Wheel Drive,2400,Regular Gasoline,Chevrolet,Van 1500/2500 2WD,Automatic 4-spd,"""Vans"," Cargo Type""",1999,
14,Rear-Wheel Drive,2550,Regular Gasoline,Chevrolet,Van 1500/2500 2WD,Automatic 4-spd,"""Vans"," Cargo Type""",1999,
15,Rear-Wheel Drive,2400,Regular Gasoline,Dodge,B1500 Van 2WD,Automatic 3-spd,"""Vans"," Cargo Type""",1999,
14,Rear-Wheel Drive,2550,Regular Gasoline,Dodge,B1500 Van 2WD,Automatic 4-spd,"""Vans"," Cargo Type""",1999,
13,Rear-Wheel Drive,2750,Regular Gasoline,Dodge,B1500 Van 2WD,Automatic 4-spd,"""Vans"," Cargo Type""",1999,
16,Rear-Wheel Drive,2250,Regular Gasoline,GMC,C15 Pickup 2WD,Manual 3-spd,Standard Pickup Trucks,1985,-4500,
