20,All-Wheel Drive,1800,Regular Gasoline,GMC,Terrain AWD,Automatic 6-spd,Sport Utility Vehicle - 4WD,2010,-2250,
18,All-Wheel Drive,2000,Regular Gasoline,Honda,Pilot 4WD,Automatic 5-spd,Sport Utility Vehicle - 4WD,2010,-3250,
18,4-Wheel Drive,2000,Regular Gasoline,Hyundai,Veracruz 4WD,Automatic 6-spd,Sport Utility Vehicle - 4WD,2010,-3250,
14,4-Wheel Drive,3100,Premium Gasoline,Infiniti,QX56 4WD,Automatic 5-spd,Sport Utility Vehicle - 4WD,2010,-8750,
15,4-Wheel Drive,2400,Regular Gasoline,Jeep,Commander 4WD,Automatic 5-spd,Sport Utility Vehicle - 4WD,2010,-5250,
26,Front-Wheel Drive,1350,Regular Gasoline,Dodge,Omni,Manual 5-spd,Compact Cars,1985,0,
14,Rear-Wheel Drive,2550,Regular Gasoline,Nissan,Truck Cab Chassis 2WD,Manual 5-spd,Special Purpose Vehicle 2WD,1986,-6000,
17,4-Wheel Drive,2100,Regular Gasoline,Jeep,Grand Cherokee 4WD,Automatic 5-spd,Sport Utility Vehicle - 4WD,2010,-3750,
15,4-Wheel Drive,2400,Regular Gasoline,Jeep,Grand Cherokee 4WD,Automatic 5-spd,Sport Utility Vehicle - 4WD,2010,-5250,
21,4-Wheel Drive,1700,Regular Gasoline,Kia,Sportage 4WD,Manual 5-spd,Sport Utility Vehicle - 4WD,2010,-1750,
20,4-Wheel Drive,1800,Regular Gasoline,Kia,Sportage 4WD,Automatic 4-spd,Sport Utility Vehicle - 4WD,2010,-2250,
18,4-Wheel Drive,2000,Regular Gasoline,Lincoln,MKT AWD,Automatic (S6),Sport Utility Vehicle - 4WD,2010,-3250,
18,All-Wheel Drive,2000,Regular Gasoline,Lincoln,MKT AWD,Automatic (S6),Sport Utility Vehicle - 4WD,2010,-3250,
19,All-Wheel Drive,1900,Regular Gasoline,Lincoln,MKX AWD,Automatic 6-spd,Sport Utility Vehicle - 4WD,2010,-2750,
17,4-Wheel Drive,2100,Regular Gasoline,Mazda,CX-9 4WD,Automatic (S6),Sport Utility Vehicle - 4WD,2010,-3750,
16,4-Wheel Drive,2250,Regular Gasoline,Mercury,Mountaineer AWD,Automatic 6-spd,Sport Utility Vehicle - 4WD,2010,-4500,
15,4-Wheel Drive,2400,Regular Gasoline,Mercury,Mountaineer AWD,Automatic 5-spd,Sport Utility Vehicle - 4WD,2010,-5250,
11,Rear-Wheel Drive,3250,Regular Gasoline,Nissan,Truck Cab Chassis 2WD,Automatic 4-spd,Special Purpose Vehicle 2WD,1986,-9500,
22,4-Wheel Drive,1600,Regular Gasoline,Mitsubishi,Outlander 4WD,Automatic (AV-S6),Sport Utility Vehicle - 4WD,2010,-1250,
17,All-Wheel Drive,2550,Premium Gasoline,Mitsubishi,Endeavor AWD,Automatic (S4),Sport Utility Vehicle - 4WD,2010,-6000,
19,4-Wheel Drive,1900,Regular Gasoline,Saturn,Vue AWD,Automatic (S6),Sport Utility Vehicle - 4WD,2010,-2750,
19,4-Wheel Drive,1900,Regular Gasoline,Saturn,Vue AWD,Automatic 6-spd,Sport Utility Vehicle - 4WD,2010,-2750,
19,4-Wheel Drive,1900,Regular Gasoline,Saturn,Vue AWD,Automatic 6-spd,Sport Utility Vehicle - 4WD,2010,-2750,
22,All-Wheel Drive,1600,Regular Gasoline,Subaru,Outback Wagon AWD,Manual 6-spd,Sport Utility Vehicle - 4WD,2010,-1250,
20,All-Wheel Drive,1800,Regular Gasoline,Subaru,Outback Wagon AWD,Automatic (S5),Sport Utility Vehicle - 4WD,2010,-2250,
24,All-Wheel Drive,1500,Regular Gasoline,Subaru,Outback Wagon AWD,Automatic (variable gear ratios),Sport Utility Vehicle - 4WD,2010,-750,
18,All-Wheel Drive,2000,Regular Gasoline,Subaru,Tribeca AWD,Automatic (S5),Sport Utility Vehicle - 4WD,2010,-3250,
21,4-Wheel Drive,1700,Regular Gasoline,Suzuki,Grand Vitara 4WD,Manual 5-spd,Sport Utility Vehicle - 4WD,2010,-1750,
13,Rear-Wheel Drive,2750,Regular Gasoline,Nissan,Truck Cab Chassis 2WD,Manual 5-spd,Special Purpose Vehicle 2WD,1986,-7000,
19,4-Wheel Drive,1900,Regular Gasoline,Suzuki,Grand Vitara 4WD,Automatic 5-spd,Sport Utility Vehicle - 4WD,2010,-2750,
20,4-Wheel Drive,1800,Regular Gasoline,Suzuki,Grand Vitara 4WD,Automatic 4-spd,Sport Utility Vehicle - 4WD,2010,-2250,
20,All-Wheel Drive,2150,Premium Gasoline,Volkswagen,Tiguan 4motion,Automatic (S6),Sport Utility Vehicle - 4WD,2010,-4000,
18,All-Wheel Drive,2000,Regular Gasoline,Volvo,XC60 AWD,Automatic (S6),Sport Utility Vehicle - 4WD,2010,-3250,
18,All-Wheel Drive,2000,Regular Gasoline,Volvo,XC70 AWD,Automatic (S6),Sport Utility Vehicle - 4WD,2010,-3250,
18,All-Wheel Drive,2000,Regular Gasoline,Volvo,XC70 AWD,Automatic (S6),Sport Utility Vehicle - 4WD,2010,-3250,
15,All-Wheel Drive,2400,Regular Gasoline,Volvo,XC90 AWD,Automatic (S6),Sport Utility Vehicle - 4WD,2010,-5250,
17,All-Wheel Drive,2100,Regular Gasoline,Volvo,XC90 AWD,Automatic (S6),Sport Utility Vehicle - 4WD,2010,-3750,
